Bus ID,lat,lng,Zone,Sub Name,Bus Name,Area,BaseKV,PU Volt,Volt (kV),Angle (Deg),MW Load,Load Mvar,Gen MW,Sub Num,Gen Mvar,Switched Shunts Mvar,Act G Shunt MW,Act B Shunt Mvar,Zone Num,Bus Type,Sub Area
230267,31.1803,-96.4866,8,FRANKLIN_6,FRANKLIN_6_1,East,345.0,1.041,359.145,-28.18,0.0,,,3994,,,0,0,1,PQ (Remotely Regulated),0
250366,31.8908,-96.1131,8,FAIRFIELD_5,FAIRFIELD_5_1,East,345.0,1.041,359.145,-35.86,0.0,,,4556,,,0,0,1,PQ (Remotely Regulated),0
140360,30.1458,-97.55,6,DEL_VALLE_11,DEL_VALLE_11_1,South_Central,345.0,1.041,359.145,-31.87,0.0,,,1820,,,0,0,1,PQ (Remotely Regulated),0
160209,28.7128,-97.2142,4,FANNIN_6,FANNIN_6_1,South,345.0,1.041,359.145,-11.32,0.0,,,2405,,,0,0,1,PQ (Remotely Regulated),0
200175,26.4656,-98.4111,4,PENITAS_2,PENITAS_2_1,South,345.0,1.041,359.145,34.87,0.0,,,3291,,,0,0,1,PQ (Remotely Regulated),0
220172,32.2353,-101.8367,1,LENORAH_1,LENORAH_1_1,Far_West,345.0,1.041,359.145,24.17,0.0,,,3712,,,0,0,1,PQ (Remotely Regulated),0
190163,34.7201,-102.2533,2,UMBARGER_4,UMBARGER_4_1,North,345.0,1.041,359.145,34.36,0.0,,,3121,,,0,0,1,PQ (Remotely Regulated),0
190131,35.2384,-101.3108,2,PANHANDLE_4,PANHANDLE_4_1,North,138.0,1.041,143.658,40.43,0.0,,,3108,,,0,0,1,PQ (Remotely Regulated),0
329,28.1093,-97.7505,4,MATHIS_4,MATHIS_4_5_329,South,24.0,1.041,24.984,3.02,0.0,,34.13,2431,5.65,,0,0,1,PQ (Remote Reg Secondary),0
326,28.1093,-97.7505,4,MATHIS_4,MATHIS_4_5_326,South,24.0,1.041,24.984,3.02,0.0,,34.13,2431,5.65,,0,0,1,PV (Remote Reg Primary),0
327,28.1093,-97.7505,4,MATHIS_4,MATHIS_4_5_327,South,24.0,1.041,24.984,3.02,0.0,,34.13,2431,5.65,,0,0,1,PQ (Remote Reg Secondary),0
330,28.1093,-97.7505,4,MATHIS_4,MATHIS_4_5_330,South,24.0,1.041,24.984,3.02,0.0,,34.13,2431,5.65,,0,0,1,PQ (Remote Reg Secondary),0
328,28.1093,-97.7505,4,MATHIS_4,MATHIS_4_5_328,South,24.0,1.041,24.984,3.02,0.0,,34.13,2431,5.65,,0,0,1,PQ (Remote Reg Secondary),0
398,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11_398,North_Central,13.8,1.04099,14.366,-44.84,0.0,,61.01,1571,5.13,,0,0,1,PQ (Remote Reg Secondary),0
399,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11_399,North_Central,13.8,1.04098,14.366,-44.35,0.0,,112.07,1571,5.13,,0,0,1,PQ (Remote Reg Secondary),0
396,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11_396,North_Central,13.8,1.04098,14.366,-44.95,0.0,,50.0,1571,5.13,,0,0,1,PQ (Remote Reg Secondary),0
397,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11_397,North_Central,13.8,1.04094,14.365,-44.02,0.0,,146.0,1571,5.13,,0,0,1,PQ (Remote Reg Secondary),0
395,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11_395,North_Central,13.8,1.04094,14.365,-44.02,0.0,,146.0,1571,5.13,,0,0,1,PV (Remote Reg Primary),0
270219,29.6244,-98.1419,6,MARION_2,MARION_2_4,South_Central,22.0,1.04083,22.898,-31.41,0.0,,67.0,4893,13.03,,0,0,1,PV (Remote Reg Primary),0
190201,33.1509,-101.6792,1,TAHOKA_1,TAHOKA_1_2,Far_West,13.8,1.04083,14.363,43.81,0.0,,300.0,3134,26.11,,0,0,1,PV (Remote Reg Primary),0
305,32.9264,-101.6478,1,ODONNELL_2,ODONNELL_2_5_305,Far_West,13.8,1.04083,14.363,42.46,0.0,,89.13,3105,0.54,,0,0,1,PQ (Remote Reg Secondary),0
299,33.1509,-101.6792,1,TAHOKA_1,TAHOKA_1_3_299,Far_West,13.8,1.0408,14.363,47.97,0.0,,1.25,3134,3.01,,0,0,1,PQ (Gens at Var Limit),0
297,33.1509,-101.6792,1,TAHOKA_1,TAHOKA_1_3_297,Far_West,13.8,1.04079,14.363,47.97,0.0,,1.21,3134,2.99,,0,0,1,PQ (Gens at Var Limit),0
230277,31.092,-96.695,8,BREMOND_4,BREMOND_4_1,East,345.0,1.04077,359.065,-27.09,0.0,,,3996,,,0,0,1,PQ,0
190166,33.646,-99.5329,2,GOREE_1,GOREE_1_1,North,138.0,1.04077,143.626,-7.73,0.0,,,3122,,,0,0,1,PQ,0
383,26.3806,-98.8183,4,GRULLA_2,GRULLA_2_4_383,South,13.8,1.04076,14.363,33.72,0.0,,44.28,2990,3.29,,0,0,1,PQ (Remote Reg Secondary),0
188,33.646,-99.5329,5,GOREE_1,GOREE_1_3_188,North_Central,24.0,1.04075,24.978,-1.88,0.0,,42.13,3122,0.66,,0,0,1,PV (Remote Reg Primary),0
190,33.646,-99.5329,5,GOREE_1,GOREE_1_3_190,North_Central,24.0,1.04075,24.978,-1.88,0.0,,42.13,3122,0.66,,0,0,1,PQ (Remote Reg Secondary),0
189,33.646,-99.5329,5,GOREE_1,GOREE_1_3_189,North_Central,24.0,1.04075,24.978,-1.88,0.0,,42.13,3122,0.66,,0,0,1,PQ (Remote Reg Secondary),0
191,33.646,-99.5329,5,GOREE_1,GOREE_1_3_191,North_Central,24.0,1.04075,24.978,-1.88,0.0,,42.13,3122,0.66,,0,0,1,PQ (Remote Reg Secondary),0
220066,31.6446,-101.449,1,GARDEN_CITY_1,GARDEN_CITY_1_1,Far_West,138.0,1.04075,143.623,26.95,0.64,0.12,,3647,,,0,0,1,PQ,0
382,26.3806,-98.8183,4,GRULLA_2,GRULLA_2_4_382,South,13.8,1.04074,14.362,33.59,0.0,,33.13,2990,3.29,,0,0,1,PV (Remote Reg Primary),0
220177,30.8073,-102.3556,1,IRAAN_5,IRAAN_5_1,Far_West,138.0,1.04074,143.622,34.71,0.0,,,3714,,,0,0,1,PQ,0
120463,29.3081,-98.3228,6,ADKINS_7,ADKINS_7_2,South_Central,18.0,1.04074,18.733,-24.81,0.0,,233.11,1254,5.59,,0,0,1,PQ (Remote Reg Secondary),0
227,32.1408,-101.3986,1,FORSAN_5,FORSAN_5_4_227,Far_West,13.8,1.04073,14.362,32.49,0.0,,70.13,3715,0.57,,0,0,1,PQ (Remote Reg Secondary),0
192,33.646,-99.5329,5,GOREE_1,GOREE_1_3_192,North_Central,24.0,1.04073,24.977,-1.94,0.0,,39.41,3122,0.66,,0,0,1,PQ (Remote Reg Secondary),0
270221,29.6244,-98.1419,6,MARION_2,MARION_2_6,South_Central,18.0,1.04068,18.732,-31.94,0.0,,39.46,4893,13.03,,0,0,1,PQ (Remote Reg Secondary),0
226,32.1408,-101.3986,1,FORSAN_5,FORSAN_5_4_226,Far_West,13.8,1.04067,14.361,32.3,0.0,,58.12,3715,0.57,,0,0,1,PQ (Remote Reg Secondary),0
225,32.1408,-101.3986,1,FORSAN_5,FORSAN_5_4_225,Far_West,13.8,1.04067,14.361,32.3,0.0,,58.12,3715,0.57,,0,0,1,PV (Remote Reg Primary),0
228,32.2732,-101.4224,1,BIG_SPRING_8,BIG_SPRING_8_8_228,Far_West,13.8,1.04065,14.361,29.23,0.0,,51.23,3700,1.17,,0,0,1,PV (Remote Reg Primary),0
229,32.2732,-101.4224,1,BIG_SPRING_8,BIG_SPRING_8_8_229,Far_West,13.8,1.04065,14.361,29.23,0.0,,51.23,3700,1.17,,0,0,1,PQ (Remote Reg Secondary),0
231,32.2732,-101.4224,1,BIG_SPRING_8,BIG_SPRING_8_8_231,Far_West,13.8,1.04064,14.361,28.93,0.0,,38.12,3700,1.17,,0,0,1,PQ (Remote Reg Secondary),0
230,32.2732,-101.4224,1,BIG_SPRING_8,BIG_SPRING_8_8_230,Far_West,13.8,1.04064,14.361,29.36,0.0,,57.21,3700,1.17,,0,0,1,PQ (Remote Reg Secondary),0
392,31.8908,-96.1131,8,FAIRFIELD_5,FAIRFIELD_5_9_392,East,18.0,1.04063,18.731,-31.19,0.0,,97.49,4556,2.88,,0,0,1,PQ (Remote Reg Secondary),0
239,31.7433,-101.4934,1,GARDEN_CITY_3,GARDEN_CITY_3_6_239,Far_West,13.8,1.04063,14.361,24.18,0.0,,56.92,3726,2.92,,0,0,1,PQ (Remote Reg Secondary),0
238,31.7433,-101.4934,1,GARDEN_CITY_3,GARDEN_CITY_3_6_238,Far_West,13.8,1.04062,14.361,23.97,0.0,,37.12,3726,2.92,,0,0,1,PQ (Remote Reg Secondary),0
237,31.7433,-101.4934,1,GARDEN_CITY_3,GARDEN_CITY_3_6_237,Far_West,13.8,1.04062,14.361,23.97,0.0,,37.12,3726,2.92,,0,0,1,PV (Remote Reg Primary),0
130263,32.6131,-96.7404,5,LANCASTER_26,LANCASTER_26_1,North_Central,69.0,1.0406,71.802,-67.37,13.28,4.75,,1492,,,0,0,1,PQ,0
250362,32.0178,-94.6197,8,LONG_BRANCH_3,LONG_BRANCH_3_2,East,18.0,1.0406,18.731,-38.05,0.0,,110.76,4555,2.48,,0,0,1,PV (Remote Reg Primary),0
391,31.8908,-96.1131,8,FAIRFIELD_5,FAIRFIELD_5_9_391,East,18.0,1.0406,18.731,-30.88,0.0,,127.0,4556,2.88,,0,0,1,PQ (Remote Reg Secondary),0
390,31.8908,-96.1131,8,FAIRFIELD_5,FAIRFIELD_5_9_390,East,18.0,1.0406,18.731,-30.88,0.0,,127.0,4556,2.88,,0,0,1,PV (Remote Reg Primary),0
394,28.795,-96.0481,7,ELMATON_3,ELMATON_3_4_394,Coast,13.8,1.04059,14.36,-37.18,0.0,,122.02,832,7.08,,0,0,1,PQ (Remote Reg Secondary),0
150136,32.7055,-97.2509,5,KENNEDALE_1,KENNEDALE_1_1,North_Central,69.0,1.04059,71.801,-57.9,32.0,8.45,,1961,,210.5,0,0,1,PQ,0
112,31.3603,-99.5514,3,DOOLE_1,DOOLE_1_3_112,West,13.8,1.04058,14.36,11.31,0.0,,32.14,4214,3.39,,0,0,1,PV (Remote Reg Primary),0
114,31.3603,-99.5514,3,DOOLE_1,DOOLE_1_3_114,West,13.8,1.04058,14.36,11.31,0.0,,32.14,4214,3.39,,0,0,1,PQ (Remote Reg Secondary),0
115,31.3603,-99.5514,3,DOOLE_1,DOOLE_1_3_115,West,13.8,1.04058,14.36,11.31,0.0,,32.14,4214,3.39,,0,0,1,PQ (Remote Reg Secondary),0
113,31.3603,-99.5514,3,DOOLE_1,DOOLE_1_3_113,West,13.8,1.04058,14.36,11.31,0.0,,32.14,4214,3.39,,0,0,1,PQ (Remote Reg Secondary),0
393,28.795,-96.0481,7,ELMATON_3,ELMATON_3_4_393,Coast,13.8,1.04058,14.36,-37.27,0.0,,100.0,832,7.08,,0,0,1,PV (Remote Reg Primary),0
246,26.5223,-97.6911,4,SAN_PERLITA_3,SAN_PERALTA_3_4_246,South,22.0,1.04056,22.892,40.53,0.0,,80.12,3295,1.87,,0,0,1,PQ (Remote Reg Secondary),0
245,26.5223,-97.6911,4,SAN_PERLITA_3,SAN_PERALTA_3_4_245,South,22.0,1.04056,22.892,40.53,0.0,,80.12,3295,1.87,,0,0,1,PV (Remote Reg Primary),0
247,26.5223,-97.6911,4,SAN_PERLITA_3,SAN_PERALTA_3_4_247,South,22.0,1.04056,22.892,40.53,0.0,,80.12,3295,1.87,,0,0,1,PQ (Remote Reg Secondary),0
248,26.5223,-97.6911,4,SAN_PERLITA_3,SAN_PERALTA_3_4_248,South,22.0,1.04056,22.892,40.53,0.0,,80.12,3295,1.87,,0,0,1,PQ (Remote Reg Secondary),0
303,32.9264,-101.6478,1,ODONNELL_2,ODONNELL_2_5_303,Far_West,13.8,1.04055,14.36,41.39,0.0,,34.13,3105,0.54,,0,0,1,PQ (Remote Reg Secondary),0
301,32.9264,-101.6478,1,ODONNELL_2,ODONNELL_2_5_301,Far_West,13.8,1.04055,14.36,41.39,0.0,,34.13,3105,0.54,,0,0,1,PV (Remote Reg Primary),0
249,26.5223,-97.6911,4,SAN_PERLITA_3,SAN_PERALTA_3_4_249,South,22.0,1.04054,22.892,40.05,0.0,,42.57,3295,1.87,,0,0,1,PQ (Remote Reg Secondary),0
116,31.3603,-99.5514,3,DOOLE_1,DOOLE_1_3_116,West,13.8,1.04054,14.359,11.18,0.0,,15.81,4214,3.39,,0,0,1,PQ (Remote Reg Secondary),0
200178,26.4656,-98.4111,4,PENITAS_2,PENITAS_2_4,South,1.0,1.04054,1.041,34.57,0.0,,,3291,,,0,0,1,PQ,0
200177,26.4656,-98.4111,4,PENITAS_2,PENITAS_2_3,South,13.8,1.04054,14.359,34.57,0.0,,,3291,,,0,0,1,PQ,0
220057,32.0876,-101.527,1,FORSAN_1,FORSAN_1_1,Far_West,138.0,1.04049,143.587,27.99,0.79,0.19,,3638,,,0,0,1,PQ,0
279,31.4745,-96.9571,5,RIESEL_5,RIESEL_5_4_279,North_Central,13.8,1.04047,14.358,-18.69,0.0,,142.88,3575,2.87,,0,0,1,PQ (Remote Reg Secondary),0
220022,30.2827,-103.575,1,MARFA_3,MARFA_3_1,Far_West,138.0,1.04045,143.582,35.22,13.86,1.72,,3603,,,0,0,1,PQ,0
200205,26.4118,-98.5716,4,SULLIVAN_CITY_3,SULLIVAN_CITY_3_1,South,345.0,1.04044,358.953,34.51,0.0,,,3299,,,0,0,1,PQ,0
170286,32.9565,-96.7802,5,RICHARDSON_10,RICHARDSON_10_1,North_Central,69.0,1.04042,71.789,-75.59,28.82,7.93,,2664,,251.35,0,0,1,PQ,0
120471,29.2571,-98.384,6,ELMENDORF_12,ELMENDORF_12_1,South_Central,345.0,1.04041,358.941,-27.6,0.0,,,1257,,321.49,0,0,1,PQ,0
200179,26.4656,-98.4111,4,PENITAS_2,PENITAS_2_5,South,24.0,1.04037,24.969,37.52,0.0,,250.0,3291,-1.48,,0,0,1,PV (Remote Reg Primary),0
352,31.9362,-101.2983,1,FORSAN_7,FORSAN_7_4_352,Far_West,13.8,1.04035,14.357,31.66,0.0,,38.13,3717,-0.02,,0,0,1,PQ (Remote Reg Secondary),0
349,31.9362,-101.2983,1,FORSAN_7,FORSAN_7_4_349,Far_West,13.8,1.04035,14.357,31.66,0.0,,38.13,3717,-0.02,,0,0,1,PV (Remote Reg Primary),0
350,31.9362,-101.2983,1,FORSAN_7,FORSAN_7_4_350,Far_West,13.8,1.04035,14.357,31.66,0.0,,38.13,3717,-0.02,,0,0,1,PQ (Remote Reg Secondary),0
351,31.9362,-101.2983,1,FORSAN_7,FORSAN_7_4_351,Far_West,13.8,1.04035,14.357,31.66,0.0,,38.13,3717,-0.02,,0,0,1,PQ (Remote Reg Secondary),0
304,32.9264,-101.6478,1,ODONNELL_2,ODONNELL_2_5_304,Far_West,13.8,1.04035,14.357,40.99,0.0,,13.41,3105,0.54,,0,0,1,PQ (Remote Reg Secondary),0
240194,32.3359,-100.9156,3,COLORADO_CITY_3,COLORADO_CITY_3_1,West,345.0,1.04034,358.919,20.95,6.95,1.08,,4181,,,0,0,1,PQ,0
120065,28.7109,-98.4711,4,CHRISTINE_3,CHRISTINE_3_1,South,138.0,1.04032,143.565,-15.66,1.04,0.29,,945,,,0,0,1,PQ,0
220179,32.1408,-101.3986,1,FORSAN_5,FORSAN_5_1,Far_West,345.0,1.04032,358.909,23.45,0.0,,,3715,,,0,0,1,PQ,0
240042,29.8098,-100.726,4,DEL_RIO_5,DEL_RIO_5_1,South,138.0,1.04031,143.563,0.46,0.37,0.1,,4036,,,0,0,1,PQ,0
130290,32.8745,-96.73,5,RICHARDSON_1,RICHARDSON_1_1,North_Central,69.0,1.04031,71.781,-73.64,31.17,11.19,,1516,,153.68,0,0,1,PQ,0
220218,30.9602,-103.3067,1,SARAGOSA_2,SARAGOSA_2_1,Far_West,138.0,1.04031,143.562,51.05,0.56,0.19,,3728,,,0,0,1,PQ,0
302,32.9264,-101.6478,1,ODONNELL_2,ODONNELL_2_5_302,Far_West,13.8,1.0403,14.356,40.91,0.0,,9.13,3105,0.54,,0,0,1,PQ (Remote Reg Secondary),0
190031,34.9966,-101.265,2,CLAUDE_1,CLAUDE_1_1,North,138.0,1.04029,143.561,39.47,1.45,0.12,,3028,,,0,0,1,PQ,0
240291,29.7276,-100.7943,4,DEL_RIO_10,DEL_RIO_10_2,South,13.8,1.04028,14.356,0.78,0.0,,149.3,4212,3.57,,0,0,1,PV (Remote Reg Primary),0
150318,32.7651,-97.4994,5,NAVAL_AIR_STATION__JRB_16,NAVAL_AIR_STATION__JRB_16_1,North_Central,69.0,1.04027,71.779,-50.72,23.12,7.53,,2088,,88.3,0,0,1,PQ,0
147,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_4_147,North,13.8,1.04027,14.356,7.79,0.0,,51.31,3132,0.75,,0,0,1,PQ (Remote Reg Secondary),0
144,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_4_144,North,13.8,1.04027,14.356,7.79,0.0,,51.31,3132,0.75,,0,0,1,PV (Remote Reg Primary),0
145,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_4_145,North,13.8,1.04027,14.356,7.79,0.0,,51.31,3132,0.75,,0,0,1,PQ (Remote Reg Secondary),0
146,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_4_146,North,13.8,1.04027,14.356,7.79,0.0,,51.31,3132,0.75,,0,0,1,PQ (Remote Reg Secondary),0
148,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_4_148,North,13.8,1.04025,14.355,7.65,0.0,,38.12,3132,0.75,,0,0,1,PQ (Remote Reg Secondary),0
120003,29.2708,-100.236,3,BRACKETTVILLE_1,BRACKETTVILLE_1_1,West,138.0,1.04019,143.546,-2.42,0.0,,,884,,,0,0,1,PQ,0
365,31.8403,-102.3264,1,ODESSA_18,ODESSA_18_8_365,Far_West,13.8,1.04016,14.354,29.9,0.0,,49.13,3703,0.26,,0,0,1,PV (Remote Reg Primary),0
366,31.8403,-102.3264,1,ODESSA_18,ODESSA_18_8_366,Far_West,13.8,1.04016,14.354,29.9,0.0,,49.13,3703,0.26,,0,0,1,PQ (Remote Reg Secondary),0
367,31.8403,-102.3264,1,ODESSA_18,ODESSA_18_8_367,Far_West,13.8,1.04016,14.354,29.85,0.0,,44.12,3703,0.26,,0,0,1,PQ (Remote Reg Secondary),0
353,31.9362,-101.2983,1,FORSAN_7,FORSAN_7_4_353,Far_West,13.8,1.04014,14.354,31.28,0.0,,14.21,3717,-0.02,,0,0,1,PQ (Remote Reg Secondary),0
166,31.8414,-102.315,1,ODESSA_19,ODESSA_19_9_166,Far_West,13.0,1.04013,13.522,29.16,0.0,,12.83,3709,0.19,,0,0,1,PQ (Remote Reg Secondary),0
167,31.8414,-102.315,1,ODESSA_19,ODESSA_19_9_167,Far_West,13.0,1.04013,13.522,29.16,0.0,,12.83,3709,0.19,,0,0,1,PQ (Remote Reg Secondary),0
165,31.8414,-102.315,1,ODESSA_19,ODESSA_19_9_165,Far_West,13.0,1.04013,13.522,29.16,0.0,,12.83,3709,0.19,,0,0,1,PQ (Remote Reg Secondary),0
164,31.8414,-102.315,1,ODESSA_19,ODESSA_19_9_164,Far_West,13.0,1.04013,13.522,29.16,0.0,,12.83,3709,0.19,,0,0,1,PV (Remote Reg Primary),0
120506,29.3289,-100.3839,3,BRACKETTVILLE_5,BRACKETTVILLE_5_1,West,138.0,1.04013,143.538,-1.96,14.61,2.84,,1267,,,0,0,1,PQ,0
168,31.8414,-102.315,1,ODESSA_19,ODESSA_19_9_168,Far_West,13.0,1.0401,13.521,29.01,0.0,,5.21,3709,0.19,,0,0,1,PQ (Remote Reg Secondary),0
91,32.3359,-100.9156,3,COLORADO_CITY_3,COLORADO_CITY_3_8_91,West,18.0,1.04004,18.721,22.91,0.0,,38.86,4181,-0.27,,0,0,1,PQ (Remote Reg Secondary),0
90,32.3359,-100.9156,3,COLORADO_CITY_3,COLORADO_CITY_3_8_90,West,18.0,1.04004,18.721,22.91,0.0,,38.86,4181,-0.27,,0,0,1,PV (Remote Reg Primary),0
120492,29.2348,-100.2092,3,BRACKETTVILLE_4,BRACKETTVILLE_4_1,West,138.0,1.04003,143.524,-2.64,1.0,0.12,,1261,,,0,0,1,PQ,0
111332,29.7732,-94.9019,7,BAYTOWN_13,BAYTOWN_13_1,Coast,345.0,1.04001,358.804,-53.45,6.1,3.55,,858,,,0,0,1,PQ,0
120462,29.3081,-98.3228,6,ADKINS_7,ADKINS_7_1,South_Central,345.0,1.04,358.802,-27.16,0.0,,,1254,,,0,0,1,PQ,0
150528,34.103,-99.1187,2,OKLAUNION_2,OKLAUNION_2_3,North,18.0,1.04,18.72,-10.44,0.0,,65.32,2208,-0.75,,0,0,1,PV (Remote Reg Primary),0
111179,29.7501,-94.9256,7,BAYTOWN_10,BAYTOWN_10_1,Coast,345.0,1.04,358.8,-53.53,18.82,15.17,,828,,,0,0,1,PQ (Remotely Regulated),0
150526,34.103,-99.1187,2,OKLAUNION_2,OKLAUNION_2_1,North,345.0,1.04,358.8,-11.03,0.0,,,2208,,166.13,0,0,1,PQ (Remotely Regulated),0
18,33.4982,-96.3789,2,WHITEWRIGHT_2,WHITEWRIGHT_2_3,North,345.0,1.04,358.8,-50.64,0.0,,,2879,,,0,0,1,PQ (Remotely Regulated),0
28,33.4982,-96.3789,2,WHITEWRIGHT_2,WHITEWRIGHT_2_4,North,345.0,1.04,358.8,-49.96,0.0,,,2879,,,0,0,1,PQ (Remotely Regulated),0
60,33.1612,-96.2397,5,CADDO_MILLS_6,CADDO_MILLS_6_3,North_Central,345.0,1.04,358.8,-46.65,0.0,,,2880,,,0,0,1,PQ (Remotely Regulated),0
66,33.1662,-96.1726,5,GREENVILLE_9,GREENVILLE_9_4,North_Central,345.0,1.04,358.8,-46.63,0.0,,,2882,,,0,0,1,PQ (Remotely Regulated),0
84,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_11,North_Central,345.0,1.04,358.8,-45.43,0.0,,,1571,,,0,0,1,PQ (Remotely Regulated),0
130357,32.7563,-96.4916,5,FORNEY_3,FORNEY_3_1,North_Central,345.0,1.04,358.8,-50.41,0.0,,,1571,,537.27,0,0,1,PQ (Remotely Regulated at Var Limit),0
190194,33.9153,-99.7403,2,CROWELL_2,CROWELL_2_1,North,345.0,1.04,358.8,4.59,0.0,,,3132,,248.05,0,0,1,PQ (Remotely Regulated),0
59,33.1662,-96.1726,5,GREENVILLE_9,GREENVILLE_9_3,North_Central,345.0,1.04,358.8,-44.94,0.0,,,2882,,,0,0,1,PQ (Remotely Regulated),0
89,33.1708,-96.1264,5,GREENVILLE_8,GREENVILLE_8_6,North_Central,345.0,1.04,358.8,-40.31,0.0,,,2865,,,0,0,1,PQ (Remotely Regulated),0
250361,32.0178,-94.6197,8,LONG_BRANCH_3,LONG_BRANCH_3_1,East,345.0,1.04,358.8,-39.25,0.0,,,4555,,,0,0,1,PQ (Remotely Regulated),0
250349,31.9399,-94.9898,8,REKLAW_4,REKLAW_4_5,East,13.8,1.04,14.352,-40.57,0.0,,,4552,,,0,0,1,PQ,0
250345,31.9399,-94.9898,8,REKLAW_4,REKLAW_4_1,East,345.0,1.04,358.8,-40.57,0.0,,,4552,,33.5,0,0,1,PQ (Remotely Regulated),0
78,32.7283,-97.2192,5,KENNEDALE_8,KENNEDALE_8_5,North_Central,345.0,1.04,358.8,-41.8,0.0,,,2184,,,0,0,1,PQ (Remotely Regulated),0
82,31.8908,-96.1131,8,FAIRFIELD_5,FAIRFIELD_5_9,East,345.0,1.04,358.8,-32.2,0.0,,,4556,,,0,0,1,PQ (Remotely Regulated),0
120437,29.3081,-98.3242,6,ADKINS_6,ADKINS_6_1,South_Central,345.0,1.04,358.8,-27.23,0.0,,,1251,,85.92,0,0,1,PQ (Remotely Regulated),0
150440,32.2984,-97.7855,5,GLEN_ROSE_5,GLEN_ROSE_5_1,North_Central,345.0,1.04,358.8,-34.71,0.0,,,2186,,126.48,0,0,1,PQ (Remotely Regulated),0
17,32.1246,-96.1013,8,TRINIDAD_5,TRINIDAD_5_6,East,345.0,1.04,358.8,-32.62,0.0,,,4553,,,0,0,1,PQ (Remotely Regulated),0
140303,30.3034,-97.6128,6,MANOR_7,MANOR_7_1,South_Central,345.0,1.04,358.8,-35.43,0.0,,,1809,,268.69,0,0,1,PQ (Remotely Regulated),0
58,33.6968,-95.5577,2,PARIS_6,PARIS_6_7,North,345.0,1.04,358.8,-29.9,0.0,,,2868,,,0,0,1,PQ (Remotely Regulated),0
23,31.8908,-96.1131,3,FAIRFIELD_5,FAIRFIELD_5_8,West,345.0,1.04,358.8,-29.47,0.0,,,4556,,,0,0,1,PQ (Remotely Regulated),0
87,33.6308,-95.59,2,PARIS_7,PARIS_7_9,North,345.0,1.04,358.8,-24.08,0.0,,,2870,,,0,0,1,PQ (Remotely Regulated),0
24,30.2934,-97.7844,6,AUSTIN_55,AUSTIN_55_3,South_Central,345.0,1.04,358.8,-38.59,0.0,,,1810,,,0,0,1,PQ (Remotely Regulated),0
25,33.7039,-97.372,2,MUENSTER_6,MUENSTER_6_4,North,345.0,1.04,358.8,-29.76,0.0,,,2209,,,0,0,1,PQ (Remotely Regulated),0
49,31.4745,-96.9571,5,RIESEL_5,RIESEL_5_4,North_Central,345.0,1.04,358.8,-19.52,0.0,,,3575,,,0,0,1,PQ (Remotely Regulated),0
150479,33.101,-97.9574,5,PERRIN_2,PERRIN_2_1,North_Central,345.0,1.04,358.8,-33.36,0.0,,,2193,,345.64,0,0,1,PQ (Remotely Regulated),0
53,33.6968,-95.5577,2,PARIS_6,PARIS_6_6,North,345.0,1.04,358.8,-16.98,0.0,,,2868,,,0,0,1,PQ (Remotely Regulated),0
190143,34.3112,-101.2511,2,SOUTH_PLAINS_1,SOUTH_PLAINS_1_1,North,345.0,1.04,358.8,16.96,0.0,,,3113,,-3.24,0,0,1,PQ (Remotely Regulated),0
120440,29.2567,-98.3825,6,ELMENDORF_11,ELMENDORF_11_1,South_Central,345.0,1.04,358.8,-27.61,0.0,,,1252,,,0,0,1,PQ (Remotely Regulated),0
120468,29.3098,-98.3203,6,ADKINS_8,ADKINS_8_1,South_Central,345.0,1.04,358.8,-27.12,0.0,,,1256,,,0,0,1,PQ (Remotely Regulated),0
230263,29.9173,-96.7506,6,FAYETTEVILLE_2,FAYETTEVILLE_2_1,South_Central,345.0,1.04,358.8,-29.05,0.0,,,3993,,34.88,0,0,1,PQ (Remotely Regulated),0
83,28.795,-96.0481,7,ELMATON_3,ELMATON_3_4,Coast,345.0,1.04,358.8,-37.64,0.0,,,832,,,0,0,1,PQ (Remotely Regulated),0
27,33.646,-99.5329,5,GOREE_1,GOREE_1_3,North_Central,345.0,1.04,358.8,-2.87,0.0,,,3122,,,0,0,1,PQ (Remotely Regulated),0
46,29.4829,-95.6311,7,THOMPSONS_6,THOMPSONS_6_10,Coast,345.0,1.04,358.8,-38.84,0.0,,,831,,,0,0,1,PQ (Remotely Regulated),0
160188,27.8194,-97.4192,4,CORPUS_CHRISTI_27,CORPUS_CHRISTI_27_1,South,345.0,1.04,358.8,-3.29,0.0,,,2401,,,0,0,1,PQ (Remotely Regulated),0
4,29.9418,-95.5306,7,CYPRESS_54,CYPRESS_54_19,Coast,345.0,1.04,358.8,-41.4,0.0,,,830,,,0,0,1,PQ (Remotely Regulated),0
