BUS UID,Bus ID,Name of Bus,ID,Status,Gen MW,PMin MW,PMax MW,AGC,# Cost Curve Points,IOB,IOC,Variable O&M,Fuel Price $/MMBTU,IOD,AVR,RegBus Num,Fuel,Set Volt,Min Mvar,Max Mvar,Enforce MW Limits,Part. Factor,Cost Model,GEN UID,Unit Type,Ramp Rate MW/Min,Min Up Time Hr,Min Down Time Hr,Unit Group,Start Time Cold Hr,Start Time Warm Hr,Start Time Hot Hr,Start Heat Cold MBTU,Start Heat Warm MBTU,Start Heat Hot MBTU,Non Fuel Start Cost $,Fixed Cost($/hr),MW Break 1,MWh Price 1,MW Break 2,MWh Price 2,MW Break 3,MWh Price 3,MW Break 4,MWh Price 4,MW Break 5,MWh Price 5
355_PA,355,STERLING CITY 3 4 355,PA,Closed,73.12,73.12,293.3,YES,5,10.0,0.01,0.0,1.0,0,YES,71,WND (Wind),1.0,-83.13,132.13,YES,293.3,Piecewise Linear,OnshoreWindTurbine_355_PA,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.45,73.12,11.68,117.16,12.56,161.19,13.44,205.23,14.32,249.26,15.21
356_PB,356,STERLING CITY 3 4 356,PB,Closed,73.12,73.12,293.3,YES,5,10.0,0.01,0.0,1.0,0,YES,71,WND (Wind),1.0,-83.13,132.13,YES,293.3,Piecewise Linear,OnshoreWindTurbine_356_PB,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.45,73.12,11.68,117.16,12.56,161.19,13.44,205.23,14.32,249.26,15.21
357_PC,357,STERLING CITY 3 4 357,PC,Closed,73.12,73.12,293.3,YES,5,10.0,0.01,0.0,1.0,0,YES,71,WND (Wind),1.0,-83.13,132.13,YES,293.3,Piecewise Linear,OnshoreWindTurbine_357_PC,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.45,73.12,11.68,117.16,12.56,161.19,13.44,205.23,14.32,249.26,15.21
358_PP,358,STERLING CITY 3 4 358,PP,Closed,44.51,44.51,139.7,YES,5,10.0,0.01,0.0,1.0,0,YES,71,WND (Wind),1.0,-37.21,70.21,YES,139.7,Piecewise Linear,OnshoreWindTurbine_358_PP,Onshore Wind Turbine,0.9174,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,572.08,44.51,10.99,63.55,11.37,82.59,11.75,101.62,12.13,120.66,12.51
359_1,359,EDEN 2 4 359,1,Closed,42.13,42.13,110.0,YES,5,10.0,0.01,0.0,1.0,0,YES,72,SUN (Solar),1.04,-31.28,42.13,YES,110.0,Piecewise Linear,SolarPhotovoltaic_359_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.8,42.13,10.91,55.7,11.18,69.28,11.45,82.85,11.72,96.43,12.0
360_PA,360,EDEN 2 4 360,PA,Closed,42.13,42.13,110.0,YES,5,10.0,0.01,0.0,1.0,0,YES,72,SUN (Solar),1.04,-31.28,42.13,YES,110.0,Piecewise Linear,SolarPhotovoltaic_360_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,537.8,42.13,10.91,55.7,11.18,69.28,11.45,82.85,11.72,96.43,12.0
361_PP,361,EDEN 2 4 361,PP,Closed,35.21,35.21,84.44,YES,5,10.0,0.01,0.0,1.0,0,YES,72,SUN (Solar),1.04,-20.13,39.41,YES,84.44,Piecewise Linear,SolarPhotovoltaic_361_PP,Solar Photovoltaic,16.2,1,1,Solar Photovoltaic,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,443.0,35.21,10.75,45.06,10.95,54.9,11.15,64.75,11.34,74.59,11.54
362_1,362,STERLING CITY 2 6 362,1,Closed,43.13,43.13,115.0,YES,5,10.0,0.01,0.0,1.0,0,YES,73,SUN (Solar),1.04,-32.13,54.13,YES,115.0,Piecewise Linear,SolarPhotovoltaic_362_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.78,43.13,10.93,57.5,11.22,71.88,11.51,86.25,11.8,100.63,12.08
363_PA,363,STERLING CITY 2 6 363,PA,Closed,43.13,43.13,115.0,YES,5,10.0,0.01,0.0,1.0,0,YES,73,SUN (Solar),1.04,-32.13,54.13,YES,115.0,Piecewise Linear,SolarPhotovoltaic_363_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,551.78,43.13,10.93,57.5,11.22,71.88,11.51,86.25,11.8,100.63,12.08
364_PP,364,STERLING CITY 2 6 364,PP,Closed,37.82,37.82,88.28,YES,5,10.0,0.01,0.0,1.0,0,YES,73,SUN (Solar),1.04,-27.13,44.22,YES,88.28,Piecewise Linear,SolarPhotovoltaic_364_PP,Solar Photovoltaic,22.0,1,1,Solar Photovoltaic,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,478.2,37.82,10.81,47.91,11.01,58.0,11.21,68.1,11.41,78.19,11.61
365_1,365,ODESSA 18 8 365,1,Closed,49.13,49.13,150.0,YES,5,10.0,0.01,0.0,1.0,0,YES,74,SUN (Solar),1.04,-43.11,71.28,YES,150.0,Piecewise Linear,SolarPhotovoltaic_365_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.1,49.13,11.08,69.3,11.49,89.48,11.89,109.65,12.29,129.83,12.7
366_PA,366,ODESSA 18 8 366,PA,Closed,49.13,49.13,150.0,YES,5,10.0,0.01,0.0,1.0,0,YES,74,SUN (Solar),1.04,-43.11,71.28,YES,150.0,Piecewise Linear,SolarPhotovoltaic_366_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,637.1,49.13,11.08,69.3,11.49,89.48,11.89,109.65,12.29,129.83,12.7
367_PP,367,ODESSA 18 8 367,PP,Closed,44.12,44.12,115.14,YES,5,10.0,0.01,0.0,1.0,0,YES,74,SUN (Solar),1.04,-32.82,55.13,YES,115.14,Piecewise Linear,SolarPhotovoltaic_367_PP,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565.42,44.12,10.95,58.32,11.24,72.53,11.52,86.73,11.81,100.94,12.09
368_1,368,LOS FRESNOS 3 3 368,1,Closed,90.21,90.21,198.5,YES,5,10.0,0.01,0.0,1.0,0,YES,75,WND (Wind),1.04,-53.21,71.32,YES,198.5,Piecewise Linear,OnshoreWindTurbine_368_1,Onshore Wind Turbine,1.08,8,8,Onshore Wind Turbine,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1257.31,90.21,11.91,111.87,12.35,133.53,12.78,155.18,13.21,176.84,13.65
369_PA,369,LOS FRESNOS 3 3 369,PA,Closed,90.21,90.21,198.5,YES,5,10.0,0.01,0.0,1.0,0,YES,75,WND (Wind),1.04,-53.21,71.32,YES,198.5,Piecewise Linear,OnshoreWindTurbine_369_PA,Onshore Wind Turbine,1.08,8,8,Onshore Wind Turbine,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1257.31,90.21,11.91,111.87,12.35,133.53,12.78,155.18,13.21,176.84,13.65
370_PB,370,LOS FRESNOS 3 3 370,PB,Closed,90.21,90.21,198.5,YES,5,10.0,0.01,0.0,1.0,0,YES,75,WND (Wind),1.04,-53.21,71.32,YES,198.5,Piecewise Linear,OnshoreWindTurbine_370_PB,Onshore Wind Turbine,1.08,8,8,Onshore Wind Turbine,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1257.31,90.21,11.91,111.87,12.35,133.53,12.78,155.18,13.21,176.84,13.65
371_PC,371,LOS FRESNOS 3 3 371,PC,Closed,90.21,90.21,198.5,YES,5,10.0,0.01,0.0,1.0,0,YES,75,WND (Wind),1.04,-53.21,71.32,YES,198.5,Piecewise Linear,OnshoreWindTurbine_371_PC,Onshore Wind Turbine,1.08,8,8,Onshore Wind Turbine,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,1257.31,90.21,11.91,111.87,12.35,133.53,12.78,155.18,13.21,176.84,13.65
372_PP,372,LOS FRESNOS 3 3 372,PP,Closed,34.81,34.81,94.54,YES,5,10.0,0.01,0.0,1.0,0,YES,75,WND (Wind),1.04,-29.31,42.13,YES,94.54,Piecewise Linear,OnshoreWindTurbine_372_PP,Onshore Wind Turbine,0.7029,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,438.06,34.81,10.76,46.76,10.99,58.7,11.23,70.65,11.47,82.59,11.71
375_1,375,HERMLEIGH 3 4 375,1,Closed,60.41,40.18,242.5,YES,5,10.0,0.01,0.0,1.0,0,YES,77,WND (Wind),1.04,-65.12,95.13,YES,242.5,Piecewise Linear,OnshoreWindTurbine_375_1,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,517.39,40.18,11.01,80.64,11.82,121.11,12.62,161.57,13.43,202.04,14.24
376_PA,376,HERMLEIGH 3 4 376,PA,Closed,60.41,40.18,242.5,YES,5,10.0,0.01,0.0,1.0,0,YES,77,WND (Wind),1.04,-65.12,95.13,YES,242.5,Piecewise Linear,OnshoreWindTurbine_376_PA,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,517.39,40.18,11.01,80.64,11.82,121.11,12.62,161.57,13.43,202.04,14.24
377_PB,377,HERMLEIGH 3 4 377,PB,Closed,60.41,40.18,242.5,YES,5,10.0,0.01,0.0,1.0,0,YES,77,WND (Wind),1.04,-65.12,95.13,YES,242.5,Piecewise Linear,OnshoreWindTurbine_377_PB,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,517.39,40.18,11.01,80.64,11.82,121.11,12.62,161.57,13.43,202.04,14.24
378_PC,378,HERMLEIGH 3 4 378,PC,Closed,60.41,40.18,242.5,YES,5,10.0,0.01,0.0,1.0,0,YES,77,WND (Wind),1.04,-65.12,95.13,YES,242.5,Piecewise Linear,OnshoreWindTurbine_378_PC,Onshore Wind Turbine,1.76814,4,4,Onshore Wind Turbine,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,517.39,40.18,11.01,80.64,11.82,121.11,12.62,161.57,13.43,202.04,14.24
379_PP,379,HERMLEIGH 3 4 379,PP,Closed,54.11,38.13,115.49,YES,5,10.0,0.01,0.0,1.0,0,YES,77,WND (Wind),1.04,-33.13,54.08,YES,115.49,Piecewise Linear,OnshoreWindTurbine_379_PP,Onshore Wind Turbine,0.0,1,1,Onshore Wind Turbine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.59,38.13,10.84,53.6,11.15,69.07,11.46,84.55,11.77,100.02,12.08
384_1,384,VENUS 3 9 384,1,Closed,134.7,39.42,134.7,YES,5,10.0,0.01,0.0,1.0,0,YES,80,SUN (Solar),1.0,-37.21,57.92,YES,134.7,Piecewise Linear,SolarPhotovoltaic_384_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.97,39.42,10.88,58.48,11.26,77.53,11.65,96.59,12.03,115.64,12.41
385_PA,385,VENUS 3 9 385,PA,Closed,134.7,39.42,134.7,YES,5,10.0,0.01,0.0,1.0,0,YES,80,SUN (Solar),1.0,-37.21,57.92,YES,134.7,Piecewise Linear,SolarPhotovoltaic_385_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,501.97,39.42,10.88,58.48,11.26,77.53,11.65,96.59,12.03,115.64,12.41
386_PP,386,VENUS 3 9 386,PP,Closed,103.4,37.21,103.4,YES,5,10.0,0.01,0.0,1.0,0,YES,80,SUN (Solar),1.0,-29.92,44.56,YES,103.4,Piecewise Linear,SolarPhotovoltaic_386_PP,Solar Photovoltaic,0.759,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,470.64,37.21,10.81,50.45,11.08,63.69,11.34,76.92,11.6,90.16,11.87
387_1,387,BARDWELL 2 4 387,1,Closed,80.0,22.18,80.0,YES,5,10.0,0.01,0.0,1.0,0,YES,81,SUN (Solar),1.0,-20.13,35.34,YES,80.0,Piecewise Linear,SolarPhotovoltaic_387_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.52,22.18,10.5,33.74,10.73,45.31,10.96,56.87,11.2,68.44,11.43
388_PA,388,BARDWELL 2 4 388,PA,Closed,80.0,22.18,80.0,YES,5,10.0,0.01,0.0,1.0,0,YES,81,SUN (Solar),1.0,-20.13,35.34,YES,80.0,Piecewise Linear,SolarPhotovoltaic_388_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.52,22.18,10.5,33.74,10.73,45.31,10.96,56.87,11.2,68.44,11.43
389_PP,389,BARDWELL 2 4 389,PP,Closed,61.41,19.21,61.41,YES,5,10.0,0.01,0.0,1.0,0,YES,81,SUN (Solar),1.0,-19.85,32.21,YES,61.41,Piecewise Linear,SolarPhotovoltaic_389_PP,Solar Photovoltaic,0.4884,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,234.34,19.21,10.43,27.65,10.6,36.09,10.76,44.53,10.93,52.97,11.1
390_1,390,FAIRFIELD 5 9 390,1,Closed,127.0,31.21,127.0,YES,5,10.0,0.01,0.0,1.0,0,YES,82,SUN (Solar),1.04,-34.91,59.21,YES,127.0,Piecewise Linear,SolarPhotovoltaic_390_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.45,31.21,10.72,50.37,11.1,69.53,11.49,88.68,11.87,107.84,12.25
391_PA,391,FAIRFIELD 5 9 391,PA,Closed,127.0,31.21,127.0,YES,5,10.0,0.01,0.0,1.0,0,YES,82,SUN (Solar),1.04,-34.91,59.21,YES,127.0,Piecewise Linear,SolarPhotovoltaic_391_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.45,31.21,10.72,50.37,11.1,69.53,11.49,88.68,11.87,107.84,12.25
392_PP,392,FAIRFIELD 5 9 392,PP,Closed,97.49,34.13,97.49,YES,5,10.0,0.01,0.0,1.0,0,YES,82,SUN (Solar),1.04,-24.72,49.52,YES,97.49,Piecewise Linear,SolarPhotovoltaic_392_PP,Solar Photovoltaic,0.6798,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,429.11,34.13,10.75,46.8,11.0,59.47,11.25,72.15,11.51,84.82,11.76
395_1,395,FORNEY 3 11 395,1,Closed,146.0,28.21,146.0,YES,5,10.0,0.01,0.0,1.0,0,YES,84,SUN (Solar),1.04,-45.21,74.22,YES,146.0,Piecewise Linear,SolarPhotovoltaic_395_1,Solar Photovoltaic,1.0164,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,352.57,28.21,10.68,51.77,11.15,75.33,11.62,98.88,12.1,122.44,12.57
397_PA,397,FORNEY 3 11 397,PA,Closed,146.0,28.21,146.0,YES,5,10.0,0.01,0.0,1.0,0,YES,84,SUN (Solar),1.04,-45.21,74.22,YES,146.0,Piecewise Linear,SolarPhotovoltaic_397_PA,Solar Photovoltaic,1.0164,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,352.57,28.21,10.68,51.77,11.15,75.33,11.62,98.88,12.1,122.44,12.57
399_PP,399,FORNEY 3 11 399,PP,Closed,112.07,42.82,112.07,YES,5,10.0,0.01,0.0,1.0,0,YES,84,SUN (Solar),1.04,-33.21,48.71,YES,112.07,Piecewise Linear,SolarPhotovoltaic_399_PP,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.37,42.82,10.93,56.67,11.2,70.52,11.48,84.37,11.76,98.22,12.03
400_1,400,WEINERT 3 4 400,1,Closed,61.21,61.21,225.0,YES,5,10.0,0.01,0.0,1.0,0,YES,85,SUN (Solar),1.0,-69.13,112.31,YES,225.0,Piecewise Linear,SolarPhotovoltaic_400_1,Solar Photovoltaic,1.5972,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,815.56,61.21,11.39,93.97,12.04,126.73,12.7,159.48,13.35,192.24,14.01
402_PA,402,WEINERT 3 4 402,PA,Closed,61.21,61.21,225.0,YES,5,10.0,0.01,0.0,1.0,0,YES,85,SUN (Solar),1.0,-69.13,112.31,YES,225.0,Piecewise Linear,SolarPhotovoltaic_402_PA,Solar Photovoltaic,1.5972,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,815.56,61.21,11.39,93.97,12.04,126.73,12.7,159.48,13.35,192.24,14.01
404_PP,404,WEINERT 3 4 404,PP,Closed,56.21,56.21,172.17,YES,5,10.0,0.01,0.0,1.0,0,YES,85,SUN (Solar),1.0,-51.23,86.92,YES,172.17,Piecewise Linear,SolarPhotovoltaic_404_PP,Solar Photovoltaic,1.1286,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,739.22,56.21,11.24,79.4,11.7,102.59,12.17,125.79,12.63,148.98,13.1
405_1,405,BACLIFF 3 9 405,1,Closed,505.77,157.21,544.5,YES,5,10.0,0.01,0.0,1.0,0,YES,86,NG (Natural Gas),1.04,-181.88,278.13,YES,544.5,Piecewise Linear,NaturalGasSteamTurbine_405_1,Natural Gas Steam Turbine,2.9808,8,8,U552,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,2488.92,157.21,13.53,234.67,15.08,312.13,16.63,389.58,18.18,467.04,19.73
406_PA,406,BACLIFF 3 9 406,PA,Closed,540.16,157.21,544.5,YES,5,10.0,0.01,0.0,1.0,0,YES,86,NG (Natural Gas),1.04,-181.88,278.13,YES,544.5,Piecewise Linear,NaturalGasSteamTurbine_406_PA,Natural Gas Steam Turbine,2.9808,8,8,U552,12.0,6.0,3.0,1457.4,1122.5,452.8,0.0,2488.92,157.21,13.53,234.67,15.08,312.13,16.63,389.58,18.18,467.04,19.73
407_PP,407,BACLIFF 3 9 407,PP,Closed,187.23,85.27,187.23,YES,5,10.0,0.01,0.0,1.0,0,YES,86,NG (Natural Gas),1.04,-55.36,95.92,YES,187.23,Piecewise Linear,NaturalGasFiredCombinedCycle_407_PP,Natural Gas Fired Combined Cycle,1.254,4,4,U190,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1177.97,85.27,11.81,105.66,12.22,126.05,12.62,146.45,13.03,166.84,13.44
408_PA,408,PARIS 7 9 408,PA,Closed,191.91,35.22,191.91,YES,5,10.0,0.01,0.0,1.0,0,YES,87,SUN (Solar),1.04,-68.99,98.99,YES,250.0,Piecewise Linear,SolarPhotovoltaic_408_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447.56,35.22,10.86,66.56,11.49,97.9,12.11,129.23,12.74,160.57,13.37
409_PB,409,PARIS 7 9 409,PB,Closed,230.29,55.71,230.29,YES,5,10.0,0.01,0.0,1.0,0,YES,87,SUN (Solar),1.04,-65.22,108.21,YES,300.0,Piecewise Linear,SolarPhotovoltaic_409_PB,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.81,55.71,11.29,90.63,11.99,125.54,12.69,160.46,13.38,195.37,14.08
410_PC,410,PARIS 7 9 410,PC,Closed,237.96,85.11,237.96,YES,5,10.0,0.01,0.0,1.0,0,YES,87,SUN (Solar),1.04,-62.88,106.22,YES,300.0,Piecewise Linear,SolarPhotovoltaic_410_PC,Solar Photovoltaic,1.6698,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1180.51,85.11,11.86,115.68,12.47,146.25,13.08,176.82,13.69,207.39,14.3
411_PA,411,PARIS 7 10 411,PA,Closed,250.0,42.34,250.0,YES,5,10.0,0.01,0.0,1.0,0,YES,53,SUN (Solar),1.04,-75.81,110.21,YES,250.0,Piecewise Linear,SolarPhotovoltaic_411_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.61,42.34,11.05,83.87,11.89,125.4,12.72,166.94,13.55,208.47,14.38
412_PB,412,PARIS 7 10 412,PB,Closed,244.39,68.22,300.0,YES,5,10.0,0.01,0.0,1.0,0,YES,53,SUN (Solar),1.04,-78.21,114.33,YES,10.0,Piecewise Linear,SolarPhotovoltaic_412_PB,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.58,68.22,11.6,114.58,12.52,160.93,13.45,207.29,14.38,253.64,15.3
413_PC,413,PARIS 7 10 413,PC,Closed,238.63,72.11,310.0,YES,5,10.0,0.01,0.0,1.0,0,YES,53,SUN (Solar),1.04,-81.23,131.21,YES,310.0,Piecewise Linear,SolarPhotovoltaic_413_PC,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,985.43,72.11,11.68,119.69,12.63,167.27,13.58,214.84,14.53,262.42,15.49
414_1,414,GREENVILLE 8 6 414,1,Closed,80.0,23.41,80.0,YES,5,10.0,0.01,0.0,1.0,0,YES,89,SUN (Solar),1.04,-21.34,35.12,YES,80.0,Piecewise Linear,SolarPhotovoltaic_414_1,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.27,23.41,10.52,34.73,10.75,46.05,10.98,57.36,11.2,68.68,11.43
415_PA,415,GREENVILLE 8 6 415,PA,Closed,80.0,23.41,80.0,YES,5,10.0,0.01,0.0,1.0,0,YES,89,SUN (Solar),1.04,-21.34,35.12,YES,61.41,Piecewise Linear,SolarPhotovoltaic_415_PA,Solar Photovoltaic,0.0,1,1,Solar Photovoltaic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.27,23.41,10.52,34.73,10.75,46.05,10.98,57.36,11.2,68.68,11.43
416_PP,416,GREENVILLE 8 6 416,PP,Closed,61.41,19.02,61.41,YES,5,10.0,0.01,0.0,1.0,0,YES,89,SUN (Solar),1.04,-19.54,31.21,YES,61.41,Piecewise Linear,SolarPhotovoltaic_416_PP,Solar Photovoltaic,0.4884,4,4,Solar Photovoltaic,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,231.94,19.02,10.42,27.5,10.59,35.98,10.76,44.45,10.93,52.93,11.1
111180_1,111180,BAYTOWN 10 2,1,Closed,190.19,87.52,746.0,YES,5,6.86,0.0029,0.0,2.814,0,YES,111179,NG (Natural Gas),1.04,-250.07,379.71,YES,746.0,Piecewise Linear,NaturalGasSteamTurbine_111180_1,Natural Gas Steam Turbine,4.0284,8,8,U746,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,3575.61,87.52,34.92,219.22,42.33,350.91,49.74,482.61,57.15,614.3,64.57
111181_1,111181,BAYTOWN 10 3,1,Closed,303.73,303.73,749.0,YES,5,7.89,0.0009,0.0,3.219,0,YES,111179,NG (Natural Gas),1.04,-231.35,381.24,YES,749.0,Piecewise Linear,NaturalGasSteamTurbine_111181_1,Natural Gas Steam Turbine,4.0446,8,8,U749,13.0,6.5,3.25,1457.4,1122.5,452.8,0.0,18897.36,303.73,53.18,392.78,58.91,481.84,64.64,570.89,70.38,659.95,76.11
111183_1,111183,GALENA PARK 18 2,1,Closed,54.0,15.73,54.0,YES,5,8.52,0.0011,0.0,3.144,0,YES,111183,NG (Natural Gas),1.04,-15.8,27.49,YES,54.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111183_1,Natural Gas Fired Combustion Turbine,10.8,1,1,U54,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,599.04,15.73,32.55,23.38,33.03,31.04,33.51,38.69,33.99,46.35,34.47
111184_1,111184,GALENA PARK 18 3,1,Closed,54.0,6.3,54.0,YES,5,9.38,0.0005,0.0,3.646,0,YES,111184,NG (Natural Gas),1.04,-18.36,27.49,YES,54.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111184_1,Natural Gas Fired Combustion Turbine,10.8,1,1,U54,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,273.41,6.3,37.09,15.84,37.79,25.38,38.48,34.92,39.18,44.46,39.88
111185_1,111185,GALENA PARK 18 4,1,Closed,54.0,23.18,54.0,YES,5,8.22,0.003,0.0,3.242,0,YES,111185,NG (Natural Gas),1.04,-16.92,27.49,YES,54.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111185_1,Natural Gas Fired Combustion Turbine,10.8,1,1,U54,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,922.72,23.18,34.02,29.34,34.42,35.51,34.82,41.67,35.22,47.84,35.62
111186_1,111186,GALENA PARK 18 5,1,Closed,50.0,23.19,50.0,YES,5,8.58,0.0027,0.0,2.82,0,YES,111186,NG (Natural Gas),1.04,-14.5,25.45,YES,50.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111186_1,Natural Gas Fired Combustion Turbine,10.0,1,1,U50,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,802.67,23.19,29.58,28.55,29.89,33.91,30.19,39.28,30.49,44.64,30.79
111187_1,111187,GALENA PARK 18 6,1,Closed,64.0,21.89,64.0,YES,5,8.47,0.0012,0.0,2.995,0,YES,111187,NG (Natural Gas),1.04,-17.09,32.58,YES,64.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111187_1,Natural Gas Fired Combustion Turbine,12.8,1,1,U64,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,803.87,21.89,31.39,30.31,31.89,38.73,32.4,47.16,32.9,55.58,33.41
111188_1,111188,GALENA PARK 18 7,1,Closed,54.0,26.28,54.0,YES,5,8.66,0.0018,0.0,3.449,0,YES,111188,NG (Natural Gas),1.04,-18.67,27.49,YES,54.0,Piecewise Linear,NaturalGasFiredCombustionTurbine_111188_1,Natural Gas Fired Combustion Turbine,10.8,1,1,U54,1.0,0.5,0.25,1457.4,1122.5,452.8,0.0,1119.16,26.28,36.4,31.82,36.78,37.37,37.16,42.91,37.55,48.46,37.93
111190_1,111190,CYPRESS 54 2,1,Closed,65.8,27.6,104.0,YES,5,8.66,0.0003,0.0,3.172,0,YES,111190,NG (Natural Gas),1.04,-32.25,52.94,YES,104.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111190_1,Natural Gas Fired Combined Cycle,0.6864,4,4,U104,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,1088.67,27.6,33.71,42.88,34.68,58.16,35.65,73.44,36.62,88.72,37.59
111191_1,111191,CYPRESS 54 3,1,Closed,48.44,48.44,104.0,YES,5,8.17,0.0015,0.0,3.803,0,YES,111191,NG (Natural Gas),1.04,-33.75,52.94,YES,104.0,Piecewise Linear,NaturalGasFiredCombinedCycle_111191_1,Natural Gas Fired Combined Cycle,0.6864,4,4,U104,12.0,6.0,3.0,7215.1,4536.1,3196.6,0.0,2376.13,48.44,41.93,59.55,42.77,70.66,43.62,81.78,44.46,92.89,45.31
